Title,Price_EUR_per_month,Neighbourhood,Person,Number_of_rooms,Square_meters,Exterior_interior,Floor,Lift,Garage,Basic_characteristics
Alquiler de Piso en calle de Beltrán i Rózpide,6200.0,"Pedralbes, Barcelona",Profesional,4.0,241.0,exterior,2.0,1.0,Garage included,"241 m² construidos, 180 m² útiles
4 habitaciones
4 baños
Terraza y balcón
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Trastero
Orientación norte, sur, este
Construido en 1976
Cocina equipada y casa sin amueblar
Calefacción central: Gas"
"Alquiler de Ático en avenida de sant ramon nonat, 12",1200.0,"La Maternitat i Sant Ramon, Barcelona",Profesional,,50.0,exterior,6.0,1.0,,"50 m² construidos
Sin habitación
1 baño
Terraza
Segunda mano/buen estado
Armarios empotrados
Trastero
Amueblado y cocina equipada"
Alquiler de Ático en Pedralbes,4500.0,"Les Corts, Barcelona",Profesional,4.0,150.0,exterior,7.0,1.0,Garage included,"150 m² construidos
4 habitaciones
2 baños
Terraza y balcón
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Orientación norte, sur, este, oeste
Construido en 2019
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Estudio en Pedralbes,1900.0,"Les Corts, Barcelona",Profesional,,27.0,interior,4.0,1.0,,"27 m² construidos
Sin habitación
1 baño
Terraza y balcón
Segunda mano/buen estado
Armarios empotrados
Trastero
Orientación norte
Amueblado y cocina equipada
No dispone de calefacción"
"Alquiler de Piso en Marqués de Setmenat, 70",1494.0,"Les Corts, Barcelona",Profesional,3.0,79.0,exterior,Entreplanta,1.0,,"79 m² construidos
3 habitaciones
2 baños
Segunda mano/buen estado
Orientación oeste
Cocina sin equipar y casa sin amueblar
Calefacción individual: Gas propano/butano"
Alquiler de Estudio en Pedralbes,1900.0,"Les Corts, Barcelona",Profesional,,27.0,interior,4.0,1.0,,"27 m² construidos
Sin habitación
1 baño
Terraza y balcón
Segunda mano/buen estado
Armarios empotrados
Trastero
Orientación norte
Amueblado y cocina equipada
No dispone de calefacción"
Alquiler de Ático en Pedralbes,17000.0,"Les Corts, Barcelona",Profesional,5.0,600.0,exterior,,1.0,Garage included,"600 m² construidos, 550 m² útiles
5 habitaciones
6 baños
Balcón
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Construido en 1966
Amueblado y cocina equipada"
Alquiler de Dúplex en calle de Tòquio,10000.0,"Pedralbes, Barcelona",Profesional,3.0,374.0,exterior,1.0,1.0,Garage included,"374 m² construidos, 233 m² útiles
3 habitaciones
6 baños
Terraza
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Orientación sur, oeste
Cocina equipada y casa sin amueblar
Calefacción central"
Alquiler de Ático en calle de Déu i Mata,2000.0,"Les Corts, Barcelona",Profesional,2.0,69.0,exterior,8.0,1.0,,"69 m² construidos, 60 m² útiles
2 habitaciones
1 baño
Terraza y balcón
Segunda mano/buen estado
Armarios empotrados
Construido en 1980
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
"Alquiler de Piso en travesía de les Corts, 262",4390.0,"Les Corts, Barcelona",Profesional,3.0,120.0,exterior,12.0,1.0,Garage optional,"120 m² construidos, 100 m² útiles
3 habitaciones
2 baños
Terraza
Plaza de garaje por 150 €/mes adicionales
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción individual: Gas natural"
Alquiler de Piso en calle de Rubió i Lluch,3900.0,"Pedralbes, Barcelona",Profesional,4.0,178.0,exterior,8.0,1.0,Garage included,"178 m² construidos, 159 m² útiles
4 habitaciones
3 baños
Terraza
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Orientación sur, este
Amueblado y cocina equipada
Calefacción central"
Alquiler de Piso en calle de González Tablas,2200.0,"Pedralbes, Barcelona",Profesional,3.0,140.0,exterior,4.0,1.0,Garage optional,"140 m² construidos, 135 m² útiles
3 habitaciones
2 baños
Terraza
Plaza de garaje por 150 €/mes adicionales
Segunda mano/buen estado
Armarios empotrados
Orientación norte, sur
Cocina equipada y casa sin amueblar
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en calle de Galileu,1600.0,"Les Corts, Barcelona",Profesional,2.0,76.0,exterior,5.0,0.0,,"76 m² construidos
2 habitaciones
2 baños
Segunda mano/buen estado
Cocina sin equipar y casa sin amueblar
No dispone de calefacción"
Alquiler de Ático en Pedralbes,8900.0,"Les Corts, Barcelona",Profesional,6.0,438.0,,5.0,1.0,Garage included,"438 m² construidos, 350 m² útiles
6 habitaciones
4 baños
Terraza y balcón
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Trastero
Amueblado y cocina equipada
Calefacción individual"
"Alquiler de Piso en avenida de Pedralbes, 16",1890.0,"Pedralbes, Barcelona",Particular,1.0,84.0,exterior,6.0,1.0,Garage optional,"84 m² construidos
1 habitación
1 baño
Terraza
Plaza de garaje por 150 €/mes adicionales
Segunda mano/buen estado
Armarios empotrados
Orientación sur
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Piso en Pedralbes,11000.0,"Les Corts, Barcelona",Profesional,4.0,235.0,exterior,3.0,1.0,Garage included,"235 m² construidos, 215 m² útiles
4 habitaciones
4 baños
Terraza
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Orientación sur, este
Construido en 1966
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Piso en avenida de Sarrià,2200.0,"Les Corts, Barcelona",Profesional,3.0,150.0,,2.0,1.0,,"150 m² construidos
3 habitaciones
2 baños
Terraza
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción individual: Gas natural"
Alquiler de Chalet adosado en calle de l'Abadessa Olzet,16000.0,"Pedralbes, Barcelona",Profesional,5.0,511.0,,,,,"Chalet adosado
511 m² construidos
5 habitaciones
2 baños
Segunda mano/buen estado
Orientación norte, sur, este, oeste
Amueblado y cocina equipada"
Alquiler de Piso en calle de l'Equador,2900.0,"Les Corts, Barcelona",Profesional,2.0,90.0,exterior,4.0,1.0,,"90 m² construidos, 85 m² útiles
2 habitaciones
2 baños
Terraza y balcón
Segunda mano/buen estado
Armarios empotrados
Orientación sur, este, oeste
Construido en 2022
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en calle de Numància,1850.0,"Les Corts, Barcelona",Profesional,1.0,60.0,exterior,4.0,1.0,,"60 m² construidos, 50 m² útiles
1 habitación
1 baño
Segunda mano/buen estado
Armarios empotrados
Orientación sur, este
Construido en 2005
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en calle de Numància,1850.0,"Les Corts, Barcelona",Profesional,1.0,60.0,exterior,5.0,1.0,,"60 m² construidos, 50 m² útiles
1 habitación
1 baño
Segunda mano/buen estado
Armarios empotrados
Orientación sur, este
Construido en 2005
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en calle de Galileu,2100.0,"Les Corts, Barcelona",Profesional,4.0,123.0,exterior,1.0,1.0,Garage included,"123 m² construidos, 115 m² útiles
4 habitaciones
2 baños
Terraza y balcón
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Construido en 2000
Amueblado y cocina equipada
Calefacción individual: Gas natural"
Alquiler de Ático en calle de Numància,1800.0,"Les Corts, Barcelona",Profesional,2.0,93.0,exterior,7.0,1.0,,"93 m² construidos
2 habitaciones
2 baños
Terraza y balcón
Segunda mano/buen estado
Armarios empotrados
Trastero
Orientación sur
Construido en 1968
Amueblado y cocina equipada
Calefacción central: Gas"
Alquiler de Piso en calle de l'Equador,2900.0,"Les Corts, Barcelona",Profesional,2.0,90.0,exterior,4.0,1.0,,"90 m² construidos, 85 m² útiles
2 habitaciones
2 baños
Terraza y balcón
Segunda mano/buen estado
Armarios empotrados
Orientación sur, este, oeste
Construido en 2022
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
"Alquiler de Estudio en calle de Joan Gamper, 22",1090.0,"Les Corts, Barcelona",Profesional,,30.0,exterior,1.0,1.0,,"30 m² construidos, 29 m² útiles
Sin habitación
1 baño
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción individual: Eléctrica"
Alquiler de Ático en calle de dr. ferran,5150.0,"Pedralbes, Barcelona",Profesional,3.0,85.0,exterior,8.0,1.0,,"85 m² construidos
3 habitaciones
2 baños
Terraza
Segunda mano/buen estado
Orientación sur, este
Amueblado y cocina equipada
Calefacción individual: Gas natural"
Alquiler de Piso en calle de Bordeus,2430.0,"Les Corts, Barcelona",Profesional,2.0,61.0,exterior,2.0,1.0,,"61 m² construidos
2 habitaciones
1 baño
Terraza
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción central"
Alquiler de Ático en avenida de Pedralbes,17000.0,"Pedralbes, Barcelona",Profesional,5.0,546.0,exterior,7.0,1.0,Garage included,"546 m² construidos, 503 m² útiles
5 habitaciones
6 baños
Terraza y balcón
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Trastero
Amueblado y cocina equipada
Calefacción central"
Alquiler de Piso en calle de Bordeus,2430.0,"Les Corts, Barcelona",Profesional,2.0,46.0,exterior,4.0,1.0,,"46 m² construidos
2 habitaciones
1 baño
Segunda mano/buen estado"
Alquiler de Piso en calle d'Emèrita Augusta,1500.0,"La Maternitat i Sant Ramon, Barcelona",Profesional,2.0,87.0,exterior,3.0,1.0,,"87 m² construidos, 74 m² útiles
2 habitaciones
1 baño
Balcón
Segunda mano/buen estado
Armarios empotrados
Orientación sur, oeste
Construido en 1975
Cocina equipada y casa sin amueblar
Calefacción individual: Bomba de frío/calor"
"Alquiler de Piso en Passatge de Pere Rodríguez, 23",3150.0,"La Maternitat i Sant Ramon, Barcelona",Profesional,4.0,145.0,exterior,1.0,1.0,,"145 m² construidos
4 habitaciones
2 baños
Balcón
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción individual: Gas natural"
Alquiler de Piso en avenida Diagonal,4100.0,"Les Corts, Barcelona",Profesional,3.0,233.0,exterior,4.0,1.0,,"233 m² construidos, 220 m² útiles
3 habitaciones
3 baños
Balcón
Segunda mano/buen estado
Armarios empotrados
Orientación norte
Construido en 1947
Cocina equipada y casa sin amueblar
Calefacción individual: Gas natural"
Alquiler de Piso en calle de Déu i Mata,2450.0,"Les Corts, Barcelona",Profesional,2.0,80.0,exterior,1.0,0.0,,"80 m² construidos, 79 m² útiles
2 habitaciones
2 baños
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción central"
Alquiler de Piso en calle del Marquès de Mulhacen,3850.0,"Pedralbes, Barcelona",Profesional,4.0,177.0,exterior,4.0,1.0,Garage included,"177 m² construidos
4 habitaciones
2 baños
Terraza
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Trastero
Amueblado y cocina equipada
Calefacción individual: Gas natural"
Alquiler de Piso en calle de la Caravel·la la Niña,3300.0,"Les Corts, Barcelona",Profesional,3.0,160.0,exterior,2.0,1.0,Garage included,"160 m² construidos, 140 m² útiles
3 habitaciones
3 baños
Terraza
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Orientación este, oeste
Construido en 1989
Cocina equipada y casa sin amueblar
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en travesía de les Corts,3350.0,"Les Corts, Barcelona",Profesional,5.0,150.0,exterior,12.0,1.0,Garage included,"150 m² construidos
5 habitaciones
2 baños
Terraza
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Orientación oeste
Amueblado y cocina equipada
No dispone de calefacción"
"Alquiler de Estudio en avenida d'Esplugues, 102",1781.0,"Pedralbes, Barcelona",Particular,,20.0,exterior,4.0,1.0,Garage included,"20 m² construidos
Sin habitación
1 baño
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Piso en calle Gerard Piera,1750.0,"Les Corts, Barcelona",Profesional,1.0,52.0,exterior,Bajo,1.0,,"52 m² construidos, 43 m² útiles
1 habitación
1 baño
Segunda mano/buen estado
Orientación este
Construido en 2005
Amueblado y cocina equipada"
Alquiler de Chalet adosado en Pedralbes,3200.0,"Les Corts, Barcelona",Profesional,5.0,332.0,,,,Garage included,"Chalet adosado
4 plantas
332 m² construidos, 280 m² útiles
5 habitaciones
6 baños
Parcela de 120 m²
Terraza y balcón
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Trastero
Orientación sur
Construido en 2004
Cocina equipada y casa sin amueblar
Calefacción individual: Gas natural"
Alquiler de Estudio en Pedralbes,2000.0,"Les Corts, Barcelona",Profesional,,27.0,interior,4.0,1.0,,"27 m² construidos
Sin habitación
1 baño
Terraza y balcón
Segunda mano/buen estado
Armarios empotrados
Trastero
Orientación norte
Amueblado y cocina equipada
No dispone de calefacción"
Alquiler de Piso en Pedralbes,7500.0,"Les Corts, Barcelona",Profesional,5.0,193.0,exterior,7.0,1.0,Garage included,"193 m² construidos
5 habitaciones
4 baños
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Orientación sur, este
Construido en 1969
Amueblado y cocina equipada
Calefacción central: Gas"
Alquiler de Dúplex en caballero,1700.0,"Les Corts, Barcelona",Profesional,3.0,110.0,exterior,3.0,1.0,,"110 m² construidos, 92 m² útiles
3 habitaciones
2 baños
Terraza
Segunda mano/buen estado
Armarios empotrados
Orientación oeste
Construido en 2007"
Alquiler de Piso en Les Corts,3450.0,"Les Corts, Barcelona",Profesional,3.0,120.0,exterior,7.0,0.0,,"120 m² construidos, 115 m² útiles
3 habitaciones
2 baños
Balcón
Segunda mano/buen estado
Construido en 1980
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Piso en Pedralbes,3850.0,"Les Corts, Barcelona",Profesional,4.0,177.0,exterior,4.0,1.0,Garage included,"177 m² construidos
4 habitaciones
2 baños
Terraza
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Trastero
Cocina equipada y casa sin amueblar
Calefacción individual: Gas natural"
Alquiler de Chalet adosado en paseo dels Til·lers,7500.0,"Pedralbes, Barcelona",Profesional,5.0,360.0,,,,Garage included,"Chalet adosado
5 plantas
360 m² construidos, 253 m² útiles
5 habitaciones
4 baños
Parcela de 175 m²
Terraza y balcón
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Trastero
Orientación norte, sur
Construido en 1988
Cocina equipada y casa sin amueblar
Calefacción individual: Gas natural"
"Alquiler de Dúplex en calle de Montevideo, 22",7500.0,"Pedralbes, Barcelona",Carla,5.0,250.0,exterior,1.0,0.0,Garage included,"250 m² construidos, 200 m² útiles
5 habitaciones
5 baños
Terraza y balcón
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Trastero
Orientación norte, sur, este, oeste
Amueblado y cocina equipada
Calefacción central: Gas"
Alquiler de Dúplex en toquio,8000.0,"Pedralbes, Barcelona",Profesional,7.0,529.0,exterior,5.0,1.0,Garage included,"529 m² construidos, 423 m² útiles
7 habitaciones
5 baños
Terraza y balcón
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Orientación norte, sur, este, oeste
Construido en 1973
Cocina equipada y casa sin amueblar
Calefacción individual: Gas natural"
Alquiler de Piso en Les Corts,3300.0,"Les Corts, Barcelona",Profesional,3.0,150.0,exterior,2.0,1.0,Garage included,"150 m² construidos, 142 m² útiles
3 habitaciones
3 baños
Terraza y balcón
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Orientación sur, oeste
Construido en 1989
Cocina equipada y casa sin amueblar
Calefacción individual"
Alquiler de Ático en Pedralbes,1980.0,"Les Corts, Barcelona",Profesional,2.0,110.0,exterior,1.0,0.0,Garage included,"110 m² construidos
2 habitaciones
1 baño
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Orientación sur, este
Amueblado y cocina equipada
Calefacción individual: Eléctrica"
Alquiler de Estudio en calle del Torrent de les Roses,1200.0,"Pedralbes, Barcelona",Profesional,,45.0,exterior,Bajo,0.0,,"45 m² construidos, 40 m² útiles
Sin habitación
1 baño
Terraza
Segunda mano/buen estado
Calefacción individual: Bomba de frío/calor"
"Alquiler de Estudio en avenida d'Esplugues, 102",1900.0,"Pedralbes, Barcelona",Particular,,20.0,interior,2.0,1.0,Garage included,"20 m² construidos
Sin habitación
1 baño
Terraza y balcón
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada"
"Alquiler de Estudio en calle de Loreto, 22",1450.0,"Les Corts, Barcelona",Particular,,85.0,exterior,3.0,1.0,,"85 m² construidos
Sin habitación
1 baño
Balcón
Segunda mano/buen estado
Orientación sur
Amueblado y cocina equipada
Calefacción central: Gas"
"Alquiler de Ático en calle d'Aiguallonga, 6",1980.0,"Pedralbes, Barcelona",Particular,2.0,110.0,interior,,0.0,Garage optional,"110 m² construidos, 90 m² útiles
2 habitaciones
1 baño
Plaza de garaje por 4 €/mes adicionales
Segunda mano/buen estado
Orientación sur, este
Amueblado y cocina equipada
Calefacción individual"
